,0
345,"17/ Even the media has started to question these claims of “hospitals at capacity”. The data does not support the claim that our hospitals are bursting

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus #seasonality https://t.co/FnQKsZebBX"
346,"Ontario sees a record 2,553 cases of Covid19 reported today.

PLUS: 3 people are in custody after a 15 year old girl is sent to hospital with multiple stab wounds near Victoria Park.

Your 680NEWS TO GO with @tim_kchapman and @JaskiranKooner

LISTEN LIVE: https://t.co/h9p45U4Tka https://t.co/QOnAg9oJpr"
347,@laurenboebert Only 41 https://t.co/f3dYTSButg
348,"China has imprisoned journalist Zhang Zhan for 4 years for warning the world about #COVID19 and reporting on the Coronavirus in Wuhan. 

She has been on a hunger strike since June and is reportedly force-fed via a nasal tube. China has punished 8 whistleblowers so far. https://t.co/4yKw7oJQtq"
349,"One year ago, all of us live in a normal world.
Kids play with friends outside.
Seniors enjoy gatherings with their family.
We go traveling, without masks, so strangers can see our smiles.
Many many innocent people made plans for 2020, which didn’t became true🙏🏻
#COVID19"
350,RT @SethAbramson: I'm so glad doctors are coming out and saying this. https://t.co/XXOahrqBbh
351,"Imagine: the Lockdowns were White Hat Operations to arrest Pedophiles and go after the Cabal. The Corona Virus peak was in Rome, Italy, and 160 priests died as a result. If the tests are fake, who is really dying here? Black Hats cannot Travel Anymore! 🔥"
352,"Here we go again... you do realize, NONE of this is going to end unless we stand up right? This ends when we say it ends!"
353,#Travellers to get info on #crowd #rush at #IGIAirport - introducing a new system that will #alert #passengers about crowd inside or outside #terminal #buildings https://t.co/k8hQWiZj33 #aviation #aviationlovers #aviationdaily #AvGeek #aviationgeek #Airlines #airports #COVID19
354,"@RishiDarshan Sant Shri Asharamji Bapu has made a very significant contribution to the welfare of the world human. Due to his divine inspiration, during this Corona period, ration, blankets, clothes etc were distributed to the needy people by his ashrams.
#Resolution2021_FollowVedicDharma"
355,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
356,"Wake Up! #WeThePeople Got The Power! The Government Works For Us! The Giant Corporations &amp; #BigTech Can Not Work Without Us! It’s Not About #COVID19! It’s All About Control Over #WeThePeople! Stand Up &amp; Fight Before Our Freedom Is Lost Forever! 
https://t.co/PflvTdbHLk"
357,"15/ This graph shows Emergency Department visits for respiratory illnesses in Ontario. As you can see, 2020 has significantly lower visits to the Emerge dept. compared to the last 4 years

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus https://t.co/NadgiX0nU1"
358,"@ValdezSusan3 @JesuisSanta I'm moving back to Colorado, in the Spring, when all the COVID19 has been tackled and gotten under control!
See pinned tweet."
359,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
360,"In New York, drug addicts will get the corona vaccine before people over 65 and people with background illnesses -- that is, addicts will get the vaccine before the people with the highest likelihood of dying if they get infected. 
https://t.co/w48MuPuuV9"
361,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying.
362,"Without ENFORCEMENT, stay at home orders + mask mandates are a slap in the face. How many must die? @MayorOfLA, @GavinNewsom, @LAFD, @LAPDHQ #COVID19 #LosAngeles @CA_Dem @LAdemocrats @KarenBassTweets @RepTedLieu @CAgovernor @RepAdamSchiff"
363,"RT @MacFinn44: Because the sitting president and his party are making it as difficult as possible?
#COVID19"
364,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
365,"""The bottomline here is we have to accomplish our mission at all costs,"" is a maxim that breaks the law and damns the people.

It's also what fascists say to themselves when they oppress and kill."
366,"Hey .@senatemajldr you need to watch this tweet, because it's going to go #viral by Americans who need you to pass the $2,000 #Covid19 survivors check.
We need help.
No Debate.
No filibuster.
Just pass it now.
Comment, Like and R/T."
367,"18/ A final question worth answering: Does SARS-CoV-2 follow the usual coronavirus seasonality? For this, we need to re-visit Edgar Hope-Simpson’s work from decades ago

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus #seasonality https://t.co/47IFfiWdwm"
368,RT @threebarebears: Pygmy Seahorses look like the corona of the sea https://t.co/hmTBtZDtR6
369,"Corrected it for you - ""We vaccinated ourselves with illegal, unregistered vaccines because we are superior than everyone and have no regard for the law"""
370,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying.
371,Today’s summary of #COVID19 cases in TO is a new record high. This is why it's so important for people to stay home &amp; apart as much as possible at this time:  https://t.co/qCGpDoyecg https://t.co/UgPIDgK7Ij
372,"🔥🔥Trump Didn't Close Borders, Now More Contagious #COVID19 Strain In USA‼️

🔥McConnell is a ghoul for refusing $2000 per person so Americans could stay safe--PASS IT ON‼️

by @TheSizzleReport https://t.co/t5nUKPPiZ5 
#Dems4USA #Dems4GA #DemVoice1 #StimulusChecks #CovidVaccine"
373,"Don't be fooled. Premier @jkenney is feigning sadness now, but he had all the power to prevent a lot of these deaths. Just a few months back he was saying #COVID19 is just ""an influenza"", and he was not going to let it derail the economy (which he had derailed himself).

#ableg"
374,RT @SenhorRaposa: Holy shit
375,"maybe this convinces the party of pro-life to do something, who’s kidding it won’t"
376,"Another sad, horrifying COVID story..."
377,"Masks don’t work

Lockdowns don’t work

Being Asymptomatic is a lie

COVID19 was a planned attack by the DNC, CCP, MSM, and Big Tech in order to destroy @realDonaldTrump and steal the election.  FACT!"
378,Cartoon of the day #ChinaDailyCartoon #COVID19 #NewYear2021
379,From family: 'The family appreciates the numerous prayers and support over the past days but asks for privacy during this difficult and unexpected time. A statement from the family along with funeral arrangements will be announced at a later time.' #la05 #lagov #lalege
380,Nurses look out for you and the safety of this province. Listen to @DorisGrinspun and waste not another minute.
381,"17/ Even the media has started to question these claims of “hospitals at capacity”. The data does not support the claim that our hospitals are bursting

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus #seasonality https://t.co/FnQKsZebBX"
382,"After city warns of potential COVID-19 exposure at #protest, activists say cops didn't wear masks: WXXI https://t.co/AfHDUgXpCC #covid19 #coronavirus

MORE w/ EcoSearch: https://t.co/xRFbk8L6Ed"
383,"RT @BooDestini: Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $1500 through CashApp, Venmo , Apple Pay…"
384,"Pakistani  physician claims eating popcorn is the best way to build immunity against #COVID19.

Which begs the question: 

How does one country produce so many rectums? How does Pakistan do it?
https://t.co/GtL3jmqHOs"
385,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
386,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
387,@patchingcracks How did you get Corona?   Isn't there less than 50 people living in a 50 mile radius of you?
388,Recent Corona Pandemic has taught us to follow virtues of sanatan sanskriti which are capable of fighting such crisis. Teachings of Sant Shri Asharamji Bapu are extracts of vedas and upanishad which give us power to live happy &amp; satisfied life. #Resolution2021_FollowVedicDharma https://t.co/NJbczlRYme
389,"@spectatorindex Two young children too.  We're at almost 350,000 deaths because of this administration's failure.

https://t.co/ttbCdZH3SQ"
390,"Main points. Durante claims: 

1. Members of PSG were vaccinated as early as Sept &amp; Oct. Done w 2 doses.

2. We vaccinated ourselves, he says, with their own medical team. DOH was not informes.

3. Durante says he negotiated for the vaccines himself. Is he allowed to do this?"
391,"Huge shout out to the Hamilton Regional Laboratory Medicine Program for completing 325,000 #COVID19 tests since the beginning of the pandemic in March. We are so thankful for the significant work they do each and every day. 🥼❤️  #HamOnt https://t.co/FfYaVCQik2"
392,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
393,"The saddest part of all this is that if he made it another month, he'd have gotten vaccinated in DC and be immune."
394,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying.
395,"19/ Here is a figure from his book, showing the shape of the Gompertz curves for different global regions. Pay attention to the Northern Temperate &amp; Southern tropical region curves. Do the #COVID19 curves follow these trajectories?

#Coronavirus #lockdown #Ontario #data #Canada https://t.co/KbDSQNZVSU"
396,RT @JakeWoodTR: Gotta start somewhere. Wish we’d had a 100 day mandate 270 days ago.
397,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
398,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
399,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
400,"""We vaccinated ourselves.""

Presidential Security Group chief Jesus Durante III refuses to reveal who administered the unregistered #COVID19 vaccine to his men, insisting that they are soldiers that should take risks ""to accomplish our mission."" https://t.co/OO39axhcpb"
401,"So...we have a population of approximately 114,000 people where I live in Algoma County, Ontario, Canada. The current status of Covid19 is:

Confirmed cases: 65
Active cases: 3
Resolved cases: 62
Deaths: 0

And we’re locked down for WHAT again?!! THINK and WAKE UP, you fools!"
402,"Some hospitals in LA County are so packed with #COVID19 patients, they're resorting to placing patients in conference rooms or even gift shops https://t.co/cAlKddwiUE"
403,"@ProjectLincoln @realDonaldTrump Puff piece sourced and approved by the #CCP. No mention of the #Uighurs slave shops, actual #COVID19 deaths, IP theft and corporate spying...just good old fashion communist propaganda. Global Times' @chenweihua will be so proud.
#WuhanVirus 
#TakeDownTheCCP
#ChinaLiedPeopleDied"
404,"RT @WHO: As #COVID19 vaccines are being developed, discover how vaccines work 🔬"
405,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
406,"Good morning #world, #India #wednesdaythought #Wednesdayvibes @ Bandreescu_ , @ bianca_fanclub #wednesdaymorning #WednesdayMotivation #HAPPYVDAY #COVID19 #FullMoon https://t.co/R6TESD9lfG"
407,"So on the contrary, the economy in Switzerland must be doing extraordinary well in the light of these numbers? No? So probably #Switzerland choose the worst of both worlds - economic damage &amp; too many preventable deaths? #SARSCoV2 #COVID19"
408,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
409,"Due to apprehension associated with COVID-19, Cyber criminals are playing various tricks. They may offer to “pay and register” in getting priority to receive first CORONA VACCINE, through malicious link, mail, message or phone call. Be aware otherwise you may get defrauded."
410,"18/ A final question worth answering: Does SARS-CoV-2 follow the usual coronavirus seasonality? For this, we need to re-visit Edgar Hope-Simpson’s work from decades ago

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus #seasonality https://t.co/47IFfiWdwm"
411,"First, Democrats wanted to pay states to let criminals out of jail.

Now, they want to prioritize the #COVID19 vaccine for prisoners. https://t.co/b3OpQfdmEW"
412,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
413,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
414,"RT @newsradiolk: One COVID-related death has been recorded, increasing the death toll to 195.
#SriLanka #LKA #Covid #COVID19 #Corona #COVID…"
415,This is truly heartbreaking.
416,I LOVE this woman!
417,RT @mikedebonis: Seeking confirmation of this tragic report... https://t.co/RG9CsecaFS
418,"20/ Here are two examples of mortality curves from Northern Temperate + Southern Tropical regions. They follow the same trajectories laid out by Hope-Simpson 28 years ago. So it seems that SARS-CoV-2 follows #seasonality as well

#COVID19 #Coronavirus #lockdown #data #Canada https://t.co/6ZWIOxNJXk"
419,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
420,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
421,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
422,"I can't get over how much we could reduce the horror with universal proper mask use.

https://t.co/UIK9F0QG5K"
423,#EvictMitch from #SenateMajorityLeader #VoteOssoffandWarnock4SenateToFireMitch #Georgia #GeneralStrike #mitchbetterhavemymoney #COVID19 #StimulusBill #StimulusChecksOrStrike #NeverForget #GOPhatesAmericans #GOPSeditiousTraitors #Resist #FBR #MoscowMitch #StimulusBill #EatTheRich https://t.co/8UcsAUllQJ
424,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
425,"RT @mcimaps: 41 years old - looked pretty fit.

This isn't a joke."
426,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
427,Cheese has been around longer than recorded history! They originally believe the first cheese was accidentally made from storing milk in animal intenstines and forgetting about it! #agedchedder #cheese #oldastime #COVID19 https://t.co/3e3Tmbjkdq
428,"People are flying again...

TSA screens 1.28 Mil Passengers on Sunday - Highest number since March
#COVID19 #OpenUpAmerica 

https://t.co/he3rORqKpd"
429,RT @disclosetv: JUST IN - First case of UK #COVID19 mutation found in the United States.
430,"453 COVID-19 cases detected in Sri Lanka thus far today bringing the total number of cases to 42,056 &amp; active infection count to 7,937.
#SriLanka #LKA #COVID19 #coronavirus #COVID19SL"
431,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
432,"21/ So as the prevalence of SARS-CoV-2 begins to decline around March &amp; April &amp; cases fall, as do all resp viruses, ask yourself: was this due to lockdowns &amp; vaccines, or is #COVID19 following the laws of seasonality?
#COVID19 #Coronavirus #lockdown #data #Canada #Ontario #onpoli"
433,"@KaylaWhitmore7 You're forcing him to use unprecedented powers.

When #COVID19 occurred the media demanded he impose a National lockdown as well as seize industries for the #NationalProductionAct. 

If he was a dictator he would've done gotten rid of Newsom and Cuomo. 😐😐😐"
434,@ZthCrypto @DePayFi As a crypto project did you have meet any difficulty when you start up to become a successful project now ? How did covid19 affect to your project ?
435,"One year ago, all of us live in a normal world.
Kids play with friends outside.
Seniors enjoy gatherings with their family.
We go traveling, without masks, so strangers can see our smiles.
Many many innocent people made plans for 2020, which didn’t became true🙏🏻
#COVID19 https://t.co/tAokJ8scI1"
436,"RT @meNabster: 85. This is the same one as #81
https://t.co/rIvzBqrTLe"
437,"Sounds like these kinds of reports were more useful than the racist and sensationalist reports from western media, or the useless ""democracies are better at handling pandemics"" shtick at the beginning of the pandemic. But nah, Western media prefer hysterical clickbait instead https://t.co/1KosY74f4s"
438,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
439,"#COVID19  The Media believes in evolution. They think the virus thinks, and strategizes. Since, it didn't kill enough people, they think it changed form so that it could kill better, Cal Berkeley does not agree, ""mutations do not ""try"" to supply what the organism ""needs."""" https://t.co/jhTmci8JvJ"
440,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
441,#EvictMitch from #SenateMajorityLeader #VoteOssoffandWarnock4SenateToFireMitch #Georgia #GeneralStrike #mitchbetterhavemymoney #COVID19 #StimulusBill #StimulusChecksOrStrike #NeverForget #GOPhatesAmericans #GOPSeditiousTraitors #Resist #FBR #MoscowMitch #StimulusBill #EatTheRich https://t.co/8UcsAUllQJ
442,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
443,"Heartbreaking, awful news. Luke was always so kind and good-hearted. He would have represented the state well in Congress having served for so many years as a devoted staffer.  My heart breaks for his wife and young kids. Prayers for his family and friends."
444,"RT @WHO: As #COVID19 vaccines are being developed, discover how vaccines work 🔬"
445,"Here's a crazy idea Mitch McConnell, if the country can't afford  $2000 #StimulusBill, how about don't give billions of dollars to foreign Military aide. If they are real allies of ours, they would understand that our people are suffering through this #COVID19 pandemic."
446,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
447,"Wearing a mask helps protect you from breathing in the virus that causes COVID-19. #WearAMask over your mouth and nose to reduce the spread of #COVID19 to your friends, family and community members. Learn more: https://t.co/jkWwZTxyhs. https://t.co/vYpEmnenaK"
448,"Vice-president-elect Kamala Harris receives the Moderna #COVID19 vaccine, administered by registered nurse Patricia Cummings, at United Medical Center in Washington today. AL DRAGO via ⁦@nytimes⁩ #photooftheday https://t.co/zNFC4Vo7as"
449,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
450,This is just horrible. Prayers for his family and friends
451,RT @Jaye_inUSA: @pam_sands Will Someone please pass this guys port Someplace far far away?..  .  #ChinaVirus #COVID19 🇨🇳 https://t.co/n1Hz3…
452,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying. https://t.co/gyNzTvIyl3
453,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying. https://t.co/gyNzTvIyl3
454,#EvictMitch from #SenateMajorityLeader #VoteOssoffandWarnock4SenateToFireMitch #Georgia #GeneralStrike #mitchbetterhavemymoney #COVID19 #StimulusBill #StimulusChecksOrStrike #NeverForget #GOPhatesAmericans #GOPSeditiousTraitors #Resist #FBR #MoscowMitch #StimulusBill #EatTheRich https://t.co/8UcsAUllQJ
455,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
456,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
457,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out.
458,"COVID-21, COVID-22. It’s infinitely elastic."
459,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
460,"Global Covid-19 Cases Top 81.9 Million: Johns Hopkins 

#COVID19
https://t.co/DVackjP6xw"
461,"RT @WHO: As #COVID19 vaccines are being developed, discover how vaccines work 🔬"
462,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
463,RT @ProjectLincoln: He was 41 years old.
464,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
465,"I will fight this. 😡

This makes me sick to my stomach watching a disabled VETERAN, who served our country, does NOT have #COVID19, and gets arrested for not wearing a USELESS mask!!! 

Over 99% of people under 65 easily get over COVID!

Wake up and STOP the insanity!"
466,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out.
467,RT @LeemarieNy: Pls read https://t.co/3jHQj9P27e
468,RT @jaketapper: Governor of Louisiana mourns the loss of 41-year-old congressman-elect to COVID19 https://t.co/P1BBgTkCj3
469,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
470,@realDonaldTrump 41-year old victim of #TrumpVirus.
471,"so baking and crafts were getting me through in the run up to christmas but that's before corona levelled up, so now I need to level up my distractions/entertainments/coping mechanisms accordingly but... to what..."
472,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
473,RT @realspencergray: This man held maskless campaign rallies. https://t.co/c5ty9FKnY4
474,"Spain Will Set Up A Registry of People Who Refuse To Be Vaccinated Against #Covid19SA

Subscribe to The Dollar Vigilante.--&gt; https://t.co/GUVJifnVQs

#COVID19 #Vaxx #Spain #Espana https://t.co/HzJPJpX4GB"
475,"BREAKING: Louisiana’s newest congressman has died of COVID19. Congressman-elect Luke Letlow, 41, had received Remdesivir, the antiviral drug, &amp; was hospitalized in Shreveport when he died. He was supposed to be sworn in on Monday in Washington D.C. 
https://t.co/mAIh93Bq3n"
476,"@linolverr THIS DESERVES A WHOLE CONCERT,, SCREW CORONA VIRUS IM STILL HOSTING MY CONCERT CELEBRATION"
477,RT @ProjectLincoln: He was 41 years old.
478,"Please for the love of god and in the interests of saving lives and our economy and our way of life and all that we hold dear please LISTEN  to these world class experts like @DrLeanaWen and NOT to lunatics like Rand Paul, Dr Atlas et al https://t.co/52Htp8jPfW"
479,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
480,RT @jaketapper: Governor of Louisiana mourns the loss of 41-year-old congressman-elect to COVID19
481,"Philippines extends travel ban to 19 countries, including Canada, to limit spread of new COVID-19 variant https://t.co/t6YNR7forF #COVID19 #COVID_19 #COVIDUK #COVIDCanada #COVID19UK #COVID19Canada"
482,"SMUGGLED VACCINE. Experimental #COVID19 vaccines used by the President Rodrigo Duterte's security group were smuggled, Defense Secretary Delfin Lorenzana said Wednesday, as authorities are investigating how it got past border inspection. 

READ: https://t.co/0jU3VIkufc https://t.co/yeyzx3cNi2"
483,RT @ProjectLincoln: He was 41 years old. https://t.co/eiipebzzuW
484,"This shouldn’t be mocked.  If you’re doing so, stop. Now. My heart goes out to his family.  These are hard lessons to learn for some.  Don’t take pleasure in it."
485,RT @MollyJongFast: He was 41.
486,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
487,Awful. 41 years old
488,"Bingo. Not to mention that,with a pandemic response team in place and funded, the UPDATED flu vaccine rolled out in 3 months. It took that long for covid19 researchers to get a full team in place. Ya know,since @realDonaldTrump
 fired them all. What a loser"
489,"4,000 winners can join #Airdrop IV to claim from 200 $MONI ($5,000) + 300 $BUSD. Distribution is 21st January.

Tasks
1. Follow @CoinMoni
2. Join https://t.co/xE0Fowg6se
3. Retweet, comment BEP20 wallet &amp; Telegram ID and tag 4 friends.
#gifts #BSC #btc #COVID19 #BinanceResolution https://t.co/PrImRRvJ3E"
490,RT @ProjectLincoln: He was 41 years old.
491,"So my Congressman-elect Luke Letlow just died of COVID-19, which he likely contracted from his victory party where no one was wearing masks.

So in case some of you are inexplicably still on the fence: wear a fcuking mask, people. It is LITERALLY a case of life and death."
492,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out.
493,"Front Line Workers in 1915 VS. Tik Tok Nurses in 2020.

Subscribe to The Dollar Vigilante.--&gt; https://t.co/GUVJif6kYU

#COVID19 #Nurses https://t.co/G1wQw8rNo7"
494,@50_Shades_of_Q Yep. 2020 the year [they] rebranded the Flu &amp; called it covid19
495,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
496,RT @anairbua: Off with your heads
497,Mitt should be on that list. And if you Ever wonder with Mitt ride the fence but only to save face Romney sits. Read this. To him people don’t need $2000 because folks are back at work and the economy is doing well 😂😕 https://t.co/22cRTtog4C
498,"This country fucking sucks. Government will spend (squander) trillions on war machines and weapons research but not a few billion to help The People. 

#FuckRepublicans #fucktrump #COVID19"
499,#Covid19 tracing not working. Just spent few days on #GoldCoast. In 2 places #scanner would only work on iPhone. I had 'inferior' Samsung5G. At another it would not work for any phone. 5 people tried while I watched. Worst one told me to enjoy drink &amp; forget 'tracing bullshit'
500,He was only 41. And a Republican. Maybe his death won't be in vain and will convince his party to appropriately respond to the pandemic?
501,"Main points. Durante claims: 

1. Members of PSG were vaccinated as early as Sept &amp; Oct. Done w 2 doses.

2. We vaccinated ourselves, he says, with their own medical team. DOH was not informes.

3. Durante says he negotiated for the vaccines himself. Is he allowed to do this?"
502,"This shouldn’t be mocked.  If you’re doing so, stop. Now. My heart goes out to his family.  These are hard lessons to learn for some.  Don’t take pleasure in it."
503,"#MaryamRajavi: The delay in purchasing and importing the #COVID19 vaccine is the continuation of the mullahs regime’s criminal policy, which will continue to claim more victims among the deprived and oppressed people. #MEK https://t.co/Bkk7egJHIU #Iran https://t.co/EB5SC3eZR6"
504,Money mule schemes are on the rise amid the #COVID19 pandemic. The #FBI encourages individuals to refuse to send money on behalf of individuals and businesses and to watch out for job postings and emails promising easy money for little to no effort. https://t.co/LtvRDklwHq https://t.co/OV2ucsMUOF
505,RT @SAMOYEDCORE: Inferno. Fourth Circle
506,RT @ProjectLincoln: He was 41 years old.
507,"1. Taal Volcano Eruption
2. COVID19 Pandemic
3. Super Typhoons / Flooding
4. The Great PhilHealth Robbery 15B
5. Duterte and his incompetent government 

A disastrous 2020 indeed!"
508,Coronavirus: What's happening in Canada and around the world on Monday https://t.co/c8sv13mEcu
509,"Pregnant? You may discuss #COVID19 vaccines with your doctor, but it’s not required before vaccination. While studies have not yet been done, experts believe mRNA vaccines like COVID-19 vaccines are unlikely to pose a risk for #pregnant people. More: https://t.co/pBVlI6STf8. https://t.co/N2o76U4L4T"
510,Funny cuz it’s true. #COVID19vaccination
511,"Critics scoffed when @realDonaldTrump predicted a #COVID19 vaccine within a year, but he delivered.

#China, however, did not. In refusing early entry to @CDCgov and @WHO public health experts, China proved uncooperative, I told @ktrhnews this morning:

https://t.co/MvK7Fk09dW"
